,student name,age,average mark
2564,Earl Thompson,18,3.68
725,David Doe,18,2.41
4684,Teresa Bell,18,7.53
4019,Joshua Keyes,18,4.16
3021,Howard Bradley,18,8.75
4691,Michelle Cabrera,18,6.53
4730,Lessie Henkel,18,4.13
642,Dennis Fowler,18,6.32
199,Catherine Garrett,18,4.15
3983,Cassandra Derosier,18,9.77
2112,Marla Olesky,18,4.84
4722,Larry Sams,18,5.33
3986,Roger Fisher,18,8.1
242,Cletus Walker,18,2.23
4719,Carmen Tibbles,18,6.09
1475,Hilton Jordan,18,9.31
2613,Kenneth Bravo,18,3.44
662,Jamie Koziel,18,3.71
2610,Madeline Henderson,18,4.14
20,Dorothy Sims,18,1.59
302,Virginia Moore,18,2.58
670,Ashleigh Greigo,18,8.98
1472,John Salazar,18,6.79
2605,Richard Bizzell,18,7.51
1468,Jeffrey Melton,18,6.75
1463,Joe Fisher,18,8.9
3449,Jonathan Sutera,18,9.78
1460,Glenn Iberg,18,8.92
675,Francine Henderson,18,3.63
3447,Nannette Mason,18,1.66
3018,Ernestine Harris,18,4.18
160,Julie Castro,18,0.07
3446,Phyllis Brickhouse,18,0.18
4068,Mary Davis,18,4.63
2551,Paul Coplin,18,4.67
852,Flora Allen,18,2.56
3367,Jewel Groves,18,2.64
797,Richard Mccann,18,0.48
804,Jay Knox,18,8.03
3091,Evan Worrell,18,9.64
2189,Kenneth Gilling,18,8.49
1343,Carla Madina,18,2.89
2191,Natasha Lopez,18,4.79
1339,Izetta Luke,18,9.69
4579,Suzanne Garner,18,6.12
1337,Fern Bolton,18,4.53
163,Brian Bailey,18,4.09
3369,Palma Diaz,18,7.27
4135,James Sellers,18,2.62
3109,Richard Jones,18,1.36
830,Melanie Sheroan,18,8.86
4631,Gerald Warnack,18,2.03
4141,Winnie Skora,18,3.84
832,Lori Larkins,18,9.92
3113,Katy Johnson,18,5.69
4562,Emerita Dawson,18,4.64
4149,Kelly Winter,18,2.87
1303,Phillip Taylor,18,7.76
1302,Corine Peterson,18,7.33
3360,Rose Yahna,18,4.06
1296,Kelly Martinez,18,1.22
4552,Melisa Smith,18,5.27
1293,Michael Long,18,4.02
1289,Alfredo Stobie,18,4.65
851,Steve Petti,18,5.23
796,Wendy Victor,18,0.88
795,Blaine Cullum,18,0.74
1359,Mitchell Greene,18,4.96
3384,Edward Smith,18,9.27
4072,Lori Brinks,18,5.67
4074,Audrey Zanella,18,8.51
2156,Gary Parker,18,0.47
68,William Glenn,18,9.03
4079,Darrell Sims,18,2.76
741,Arlen Kelleher,18,7.11
4624,David Garza,18,5.13
1393,Jose Montanez,18,0.28
3063,Carol Nicholson,18,8.25
1391,Ruben Gilchrist,18,6.31
2546,Jesus Slaughter,18,3.09
3408,Mary Perry,18,5.28
251,Teresa Williams,18,6.55
756,Susan Bridgeman,18,2.06
3066,Stephen Kay,18,0.57
3407,Franklin Chang,18,1.98
1388,Sandra Woods,18,9.13
764,Carlos Shavers,18,7.53
2158,Daniel Mcevoy,18,7.22
778,Christopher Dare,18,3.69
4603,Mark Lansdell,18,2.24
1369,John Malone,18,4.82
4601,Fred Young,18,7.84
1366,Donald Knight,18,7.37
1364,Kevin Medley,18,9.52
3385,Henry Phillips,18,0.59
789,Gwendolyn Lane,18,3.99
3906,Willard Bristol,18,6.28
